Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
William Smith O'Brien Monument,-6.2597138,53.3485114,Dublin,,Ireland,Public Sculpture
St Doulagh's Church,-6.179085881,53.41542455,Dublin,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
East to West Garden Tour  - Arbutus Garden Tours,-6.292095438,53.36563922,Dublin,Ranelagh,Ireland,"Gardens,Garden,Tour"
St. Werburgh's Church,-6.2694372,53.3429534,Dublin,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Black Church,-6.2679431,53.3546532,Dublin,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Charles Stewart Parnell,-6.262251,53.353723,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Famine Memorial,-6.250194,53.347933,Dublin,,Republic of Ireland,Public Sculpture
Patrick Kavanagh,-6.2475417,53.3336867,Dublin,,Ireland,Public Sculpture
Jonathan Swift,-6.259186343,53.34465008,Dublin,Dublin City Centre,Republic of Ireland,Public Sculpture
Pearse Street Library,-6.2452219,53.3431499,Dublin,Dublin,Ireland,"Tracing Your Ancestors,Literary Ireland"
Irish Georgian Society,-6.250557,53.338964,Dublin,Dublin,Republic of Ireland,Historic Houses and Castle
Railway Preservation Society Of Ireland,-6.152749,53.282627,Dublin,,Republic of Ireland,Museums and Attraction
Museum of Literature Ireland,-6.2601607,53.3367903,Dublin,,Ireland,Museums and Attraction
The Jeanie Johnston,-6.245995144,53.34776903,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
Thomas Davis Statue and Memorial Fountain,-6.2606114,53.3443625,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Statue of Father Theobald Mathew,-6.2602544,53.349806,Dublin,,Ireland,Public Sculpture
Countess Markievicz and Poppet Statue,-6.2544377,53.3460192,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Robert Emmet Statue,-6.2610124,53.3389365,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Universal Links on Human Rights Sculpture,-6.2513659,53.3491173,Dublin,Dublin,Ireland,Public Sculpture
Black Church Print Studio,-6.264056,53.345635,Dublin,,Republic of Ireland,Art Gallery
Studio ID-11,-6.2703265,53.2781075,Dublin,Rathfarnham,Ireland,Art Gallery
Mitchelstown Cave,-8.1086504,52.3057709,Tipperary,,Ireland,"Walking,Activity Operator,Natural Landscape,Tour"
Casino Model Railway Museum,-6.1581425,53.450634,Dublin,Malahide,Ireland,Museums and Attraction
Freemasons' Hall,-6.255966,53.3410804,Dublin,,Ireland,"Museums and Attraction,Tour"
Sir John Gray Monument,-6.2596174,53.3484333,Dublin,Dublin,Ireland,Public Sculpture
Samuel Beckett Bridge,-6.2413141,53.3469567,Dublin,,Ireland,Public Sculpture
National Memorial to members of the Defence Forces,-6.2512569,53.3400158,Dublin,Dublin,Ireland,Public Sculpture
"Fusiliers' Arch, St Stephen's Green",-6.2604903,53.3396625,Dublin,,Ireland,Public Sculpture
Oscar Wilde House,-6.2503741,53.341214,Dublin,,Ireland,Historic Houses and Castle
Sol Art Gallery,-6.2583541,53.3462159,Dublin,Dublin,Ireland,Art Gallery
RUA RED South Dublin Arts Centre,-6.2603097,53.3498053,Dublin,Tallaght,Ireland,Art Gallery
Battle of the Boyne Visitor Centre,-6.423349515,53.72338268,Meath,Oldbridge,Republic of Ireland,"Learning,Walking,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
The Copper House Gallery,-6.267770252,53.33473325,Dublin,,Ireland,Art Gallery
Olivier Cornet Gallery,-6.2624913,53.3552846,Dublin,Dublin,Ireland,Art Gallery
Yeats: The Life and Works of William Butler Yeats,-6.254641,53.341081,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
Irish Whiskey Museum,-6.259589373,53.34424924,Dublin,,Republic of Ireland,Museums and Attraction
Ballinastoe and Lower Vartry Reservoir,-6.202243035,53.091233,Wicklow,Roundwood,Ireland,"Walking,Natural Landscape"
National Maritime Museum of Ireland,-6.131921357,53.2922229,Dublin,,Ireland,Museums and Attraction
St Michan's Church,-6.275396,53.347458,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Drimnagh Castle,-6.332674,53.3249335,Dublin,Walkinstown,Ireland,"Castle,Historic Houses and Castle"
Ye Olde Hurdy-Gurdy Museum of Vintage Radio,-6.063708,53.3876801,Dublin,Howth,Ireland,Museums and Attraction
Greek Orthodox Church,-6.2897399,53.3497266,Dublin,Dublin,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Skibbereen Heritage Centre,-9.271913,51.550865,Cork,Skibbereen,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Connemara Sheep and Wool Centre,-9.6938657,53.5960948,Galway,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Museums and Attraction,Food Shops"
The Round Tower Clondalkin,-6.3955701,53.3226014,Dublin,Clondalkin,Ireland,Museums and Attraction
O'Connell Bridge,-6.2592521,53.3472601,Dublin,,Ireland,Public Sculpture
Kilkenny Design Centre,-7.249491966,52.64982218,Kilkenny,Kilkenny City,Republic of Ireland,"Restaurant,Craft,Shopping,Historic Houses and Castle,Food and Drink,Food Shops"
Carrick-On-Suir Heritage Centre and Friary,-7.4131187,52.3466201,Tipperary,Carrickbeg,Ireland,"Tracing Your Ancestors,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction"
Sheep's Head Way,-9.7033039,51.5810602,Cork,Kilcrohane,Ireland,"Walking,Natural Landscape"
City Assembly House,-6.2624532,53.34199229,Dublin,,Ireland,Museums and Attraction
Benbulben,-8.4744444,54.3666667,Sligo,,Ireland,"Walking,Natural Landscape"
Finnerty's Mills,-8.4623733,53.1609948,Galway,Leitrim,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Douglas Hyde Interpretive Centre,-8.4516406,53.8817228,Roscommon,Frenchpark,Ireland,"Gardens,Garden,Museums and Attraction"
Joan Clancy Art Gallery,-7.597627767,52.05715185,Waterford,Ring,Republic of Ireland,"Craft,Shopping,Art Gallery"
